timestamp,pages_fetched,pages_total,gone,redir_temp,redir_perm,crawl_start,crawl_end,duration_sec
20:58:56,0,0,0,0,0,2026-01-30 20:58:56.649472,2026-01-30 21:18:22.578435,1165.928960800171
20:59:04,0,1,0,0,0,2026-01-30 20:58:56.649472,2026-01-30 21:18:22.578435,1165.928960800171
20:59:11,1,83,0,0,0,2026-01-30 20:58:56.649472,2026-01-30 21:18:22.578435,1165.928960800171
20:59:18,1,83,0,0,0,2026-01-30 20:58:56.649472,2026-01-30 21:18:22.578435,1165.928960800171
20:59:26,1,83,0,0,0,2026-01-30 20:58:56.649472,2026-01-30 21:18:22.578435,1165.928960800171
20:59:33,67,1118,5,0,11,2026-01-30 20:58:56.649472,2026-01-30 21:18:22.578435,1165.928960800171
20:59:40,67,1118,5,0,11,2026-01-30 20:58:56.649472,2026-01-30 21:18:22.578435,1165.928960800171
20:59:48,67,1118,5,0,11,2026-01-30 20:58:56.649472,2026-01-30 21:18:22.578435,1165.928960800171
20:59:55,67,1118,5,0,11,2026-01-30 20:58:56.649472,2026-01-30 21:18:22.578435,1165.928960800171
21:00:02,67,1118,5,0,11,2026-01-30 20:58:56.649472,2026-01-30 21:18:22.578435,1165.928960800171
21:00:09,67,1118,5,0,11,2026-01-30 20:58:56.649472,2026-01-30 21:18:22.578435,1165.928960800171
21:00:16,67,1118,5,0,11,2026-01-30 20:58:56.649472,2026-01-30 21:18:22.578435,1165.928960800171
21:00:24,67,1118,5,0,11,2026-01-30 20:58:56.649472,2026-01-30 21:18:22.578435,1165.928960800171
21:00:31,67,1118,5,0,11,2026-01-30 20:58:56.649472,2026-01-30 21:18:22.578435,1165.928960800171
21:00:38,67,1118,5,0,11,2026-01-30 20:58:56.649472,2026-01-30 21:18:22.578435,1165.928960800171
21:00:45,67,1118,5,0,11,2026-01-30 20:58:56.649472,2026-01-30 21:18:22.578435,1165.928960800171
21:00:52,67,1118,5,0,11,2026-01-30 20:58:56.649472,2026-01-30 21:18:22.578435,1165.928960800171
21:00:59,67,1118,5,0,11,2026-01-30 20:58:56.649472,2026-01-30 21:18:22.578435,1165.928960800171
21:01:06,67,1118,5,0,11,2026-01-30 20:58:56.649472,2026-01-30 21:18:22.578435,1165.928960800171
21:01:14,67,1118,5,0,11,2026-01-30 20:58:56.649472,2026-01-30 21:18:22.578435,1165.928960800171
21:01:21,767,8564,49,19,205,2026-01-30 20:58:56.649472,2026-01-30 21:18:22.578435,1165.928960800171
21:01:28,757,8564,49,19,205,2026-01-30 20:58:56.649472,2026-01-30 21:18:22.578435,1165.928960800171
21:01:36,757,8564,49,19,205,2026-01-30 20:58:56.649472,2026-01-30 21:18:22.578435,1165.928960800171
21:01:43,757,8564,49,19,205,2026-01-30 20:58:56.649472,2026-01-30 21:18:22.578435,1165.928960800171
21:01:50,757,8564,49,19,205,2026-01-30 20:58:56.649472,2026-01-30 21:18:22.578435,1165.928960800171
21:01:58,757,8564,49,19,205,2026-01-30 20:58:56.649472,2026-01-30 21:18:22.578435,1165.928960800171
21:02:05,757,8564,49,19,205,2026-01-30 20:58:56.649472,2026-01-30 21:18:22.578435,1165.928960800171
21:02:13,757,8564,49,19,205,2026-01-30 20:58:56.649472,2026-01-30 21:18:22.578435,1165.928960800171
21:02:20,757,8564,49,19,205,2026-01-30 20:58:56.649472,2026-01-30 21:18:22.578435,1165.928960800171
21:02:27,757,8564,49,19,205,2026-01-30 20:58:56.649472,2026-01-30 21:18:22.578435,1165.928960800171
21:02:35,757,8564,49,19,205,2026-01-30 20:58:56.649472,2026-01-30 21:18:22.578435,1165.928960800171
21:02:42,757,8564,49,19,205,2026-01-30 20:58:56.649472,2026-01-30 21:18:22.578435,1165.928960800171
21:02:49,757,8564,49,19,205,2026-01-30 20:58:56.649472,2026-01-30 21:18:22.578435,1165.928960800171
21:02:56,757,8564,49,19,205,2026-01-30 20:58:56.649472,2026-01-30 21:18:22.578435,1165.928960800171
21:03:03,757,8564,49,19,205,2026-01-30 20:58:56.649472,2026-01-30 21:18:22.578435,1165.928960800171
21:03:11,757,8564,49,19,205,2026-01-30 20:58:56.649472,2026-01-30 21:18:22.578435,1165.928960800171
21:03:18,757,8564,49,19,205,2026-01-30 20:58:56.649472,2026-01-30 21:18:22.578435,1165.928960800171
21:03:25,757,8564,49,19,205,2026-01-30 20:58:56.649472,2026-01-30 21:18:22.578435,1165.928960800171
21:03:32,757,8564,49,19,205,2026-01-30 20:58:56.649472,2026-01-30 21:18:22.578435,1165.928960800171
21:03:39,757,8564,49,19,205,2026-01-30 20:58:56.649472,2026-01-30 21:18:22.578435,1165.928960800171
21:03:46,757,8564,49,19,205,2026-01-30 20:58:56.649472,2026-01-30 21:18:22.578435,1165.928960800171
21:03:54,757,8564,49,19,205,2026-01-30 20:58:56.649472,2026-01-30 21:18:22.578435,1165.928960800171
21:04:01,757,8564,49,19,205,2026-01-30 20:58:56.649472,2026-01-30 21:18:22.578435,1165.928960800171
21:04:08,757,8564,49,19,205,2026-01-30 20:58:56.649472,2026-01-30 21:18:22.578435,1165.928960800171
21:04:15,757,8564,49,19,205,2026-01-30 20:58:56.649472,2026-01-30 21:18:22.578435,1165.928960800171
21:04:22,757,8564,49,19,205,2026-01-30 20:58:56.649472,2026-01-30 21:18:22.578435,1165.928960800171
21:04:30,757,8564,49,19,205,2026-01-30 20:58:56.649472,2026-01-30 21:18:22.578435,1165.928960800171
21:04:37,757,8564,49,19,205,2026-01-30 20:58:56.649472,2026-01-30 21:18:22.578435,1165.928960800171
21:04:44,757,8564,49,19,205,2026-01-30 20:58:56.649472,2026-01-30 21:18:22.578435,1165.928960800171
21:04:51,757,8564,49,19,205,2026-01-30 20:58:56.649472,2026-01-30 21:18:22.578435,1165.928960800171
21:04:58,757,8564,49,19,205,2026-01-30 20:58:56.649472,2026-01-30 21:18:22.578435,1165.928960800171
21:05:05,757,8564,49,19,205,2026-01-30 20:58:56.649472,2026-01-30 21:18:22.578435,1165.928960800171
21:05:12,757,8564,49,19,205,2026-01-30 20:58:56.649472,2026-01-30 21:18:22.578435,1165.928960800171
21:05:19,757,8564,49,19,205,2026-01-30 20:58:56.649472,2026-01-30 21:18:22.578435,1165.928960800171
21:05:26,757,8564,49,19,205,2026-01-30 20:58:56.649472,2026-01-30 21:18:22.578435,1165.928960800171
21:05:33,757,8564,49,19,205,2026-01-30 20:58:56.649472,2026-01-30 21:18:22.578435,1165.928960800171
21:05:40,757,8564,49,19,205,2026-01-30 20:58:56.649472,2026-01-30 21:18:22.578435,1165.928960800171
21:05:48,757,8564,49,19,205,2026-01-30 20:58:56.649472,2026-01-30 21:18:22.578435,1165.928960800171
21:05:54,757,8564,49,19,205,2026-01-30 20:58:56.649472,2026-01-30 21:18:22.578435,1165.928960800171
21:06:01,757,8564,49,19,205,2026-01-30 20:58:56.649472,2026-01-30 21:18:22.578435,1165.928960800171
21:06:08,757,8564,49,19,205,2026-01-30 20:58:56.649472,2026-01-30 21:18:22.578435,1165.928960800171
21:06:16,757,8564,49,19,205,2026-01-30 20:58:56.649472,2026-01-30 21:18:22.578435,1165.928960800171
21:06:23,757,8564,49,19,205,2026-01-30 20:58:56.649472,2026-01-30 21:18:22.578435,1165.928960800171
21:06:30,757,8564,49,19,205,2026-01-30 20:58:56.649472,2026-01-30 21:18:22.578435,1165.928960800171
21:06:37,757,8564,49,19,205,2026-01-30 20:58:56.649472,2026-01-30 21:18:22.578435,1165.928960800171
21:06:44,757,8564,49,19,205,2026-01-30 20:58:56.649472,2026-01-30 21:18:22.578435,1165.928960800171
21:06:51,757,8564,49,19,205,2026-01-30 20:58:56.649472,2026-01-30 21:18:22.578435,1165.928960800171
21:06:58,757,8564,49,19,205,2026-01-30 20:58:56.649472,2026-01-30 21:18:22.578435,1165.928960800171
21:07:06,757,8564,49,19,205,2026-01-30 20:58:56.649472,2026-01-30 21:18:22.578435,1165.928960800171
21:07:13,757,8564,49,19,205,2026-01-30 20:58:56.649472,2026-01-30 21:18:22.578435,1165.928960800171
21:07:20,757,8564,49,19,205,2026-01-30 20:58:56.649472,2026-01-30 21:18:22.578435,1165.928960800171
21:07:27,757,8564,49,19,205,2026-01-30 20:58:56.649472,2026-01-30 21:18:22.578435,1165.928960800171
21:07:34,757,8564,49,19,205,2026-01-30 20:58:56.649472,2026-01-30 21:18:22.578435,1165.928960800171
21:07:41,757,8564,49,19,205,2026-01-30 20:58:56.649472,2026-01-30 21:18:22.578435,1165.928960800171
21:07:48,757,8564,49,19,205,2026-01-30 20:58:56.649472,2026-01-30 21:18:22.578435,1165.928960800171
21:07:55,757,8564,49,19,205,2026-01-30 20:58:56.649472,2026-01-30 21:18:22.578435,1165.928960800171
21:08:02,757,8564,49,19,205,2026-01-30 20:58:56.649472,2026-01-30 21:18:22.578435,1165.928960800171
21:08:09,757,8564,49,19,205,2026-01-30 20:58:56.649472,2026-01-30 21:18:22.578435,1165.928960800171
21:08:16,757,8564,49,19,205,2026-01-30 20:58:56.649472,2026-01-30 21:18:22.578435,1165.928960800171
21:08:24,757,8564,49,19,205,2026-01-30 20:58:56.649472,2026-01-30 21:18:22.578435,1165.928960800171
21:08:31,757,8564,49,19,205,2026-01-30 20:58:56.649472,2026-01-30 21:18:22.578435,1165.928960800171
21:08:38,757,8564,49,19,205,2026-01-30 20:58:56.649472,2026-01-30 21:18:22.578435,1165.928960800171
21:08:45,757,8564,49,19,205,2026-01-30 20:58:56.649472,2026-01-30 21:18:22.578435,1165.928960800171
21:08:52,757,8564,49,19,205,2026-01-30 20:58:56.649472,2026-01-30 21:18:22.578435,1165.928960800171
21:08:59,757,8564,49,19,205,2026-01-30 20:58:56.649472,2026-01-30 21:18:22.578435,1165.928960800171
21:09:07,757,8564,49,19,205,2026-01-30 20:58:56.649472,2026-01-30 21:18:22.578435,1165.928960800171
21:09:14,757,8564,49,19,205,2026-01-30 20:58:56.649472,2026-01-30 21:18:22.578435,1165.928960800171
21:09:21,757,8564,49,19,205,2026-01-30 20:58:56.649472,2026-01-30 21:18:22.578435,1165.928960800171
21:09:28,757,8564,49,19,205,2026-01-30 20:58:56.649472,2026-01-30 21:18:22.578435,1165.928960800171
21:09:35,757,8564,49,19,205,2026-01-30 20:58:56.649472,2026-01-30 21:18:22.578435,1165.928960800171
21:09:43,757,8564,49,19,205,2026-01-30 20:58:56.649472,2026-01-30 21:18:22.578435,1165.928960800171
21:09:50,757,8564,49,19,205,2026-01-30 20:58:56.649472,2026-01-30 21:18:22.578435,1165.928960800171
21:09:57,757,8564,49,19,205,2026-01-30 20:58:56.649472,2026-01-30 21:18:22.578435,1165.928960800171
21:10:04,757,8564,49,19,205,2026-01-30 20:58:56.649472,2026-01-30 21:18:22.578435,1165.928960800171
21:10:11,757,8564,49,19,205,2026-01-30 20:58:56.649472,2026-01-30 21:18:22.578435,1165.928960800171
21:10:18,757,8564,49,19,205,2026-01-30 20:58:56.649472,2026-01-30 21:18:22.578435,1165.928960800171
21:10:25,757,8564,49,19,205,2026-01-30 20:58:56.649472,2026-01-30 21:18:22.578435,1165.928960800171
21:10:32,757,8564,49,19,205,2026-01-30 20:58:56.649472,2026-01-30 21:18:22.578435,1165.928960800171
21:10:40,757,8564,49,19,205,2026-01-30 20:58:56.649472,2026-01-30 21:18:22.578435,1165.928960800171
21:10:47,757,8564,49,19,205,2026-01-30 20:58:56.649472,2026-01-30 21:18:22.578435,1165.928960800171
21:10:54,757,8564,49,19,205,2026-01-30 20:58:56.649472,2026-01-30 21:18:22.578435,1165.928960800171
21:11:01,757,8564,49,19,205,2026-01-30 20:58:56.649472,2026-01-30 21:18:22.578435,1165.928960800171
21:11:08,757,8564,49,19,205,2026-01-30 20:58:56.649472,2026-01-30 21:18:22.578435,1165.928960800171
21:11:15,757,8564,49,19,205,2026-01-30 20:58:56.649472,2026-01-30 21:18:22.578435,1165.928960800171
21:11:22,757,8564,49,19,205,2026-01-30 20:58:56.649472,2026-01-30 21:18:22.578435,1165.928960800171
21:11:29,757,8564,49,19,205,2026-01-30 20:58:56.649472,2026-01-30 21:18:22.578435,1165.928960800171
21:11:36,757,8564,49,19,205,2026-01-30 20:58:56.649472,2026-01-30 21:18:22.578435,1165.928960800171
21:11:43,757,8564,49,19,205,2026-01-30 20:58:56.649472,2026-01-30 21:18:22.578435,1165.928960800171
21:11:50,757,8564,49,19,205,2026-01-30 20:58:56.649472,2026-01-30 21:18:22.578435,1165.928960800171
21:11:57,757,8564,49,19,205,2026-01-30 20:58:56.649472,2026-01-30 21:18:22.578435,1165.928960800171
21:12:05,757,8564,49,19,205,2026-01-30 20:58:56.649472,2026-01-30 21:18:22.578435,1165.928960800171
21:12:12,757,8564,49,19,205,2026-01-30 20:58:56.649472,2026-01-30 21:18:22.578435,1165.928960800171
21:12:19,757,8564,49,19,205,2026-01-30 20:58:56.649472,2026-01-30 21:18:22.578435,1165.928960800171
21:12:26,757,8564,49,19,205,2026-01-30 20:58:56.649472,2026-01-30 21:18:22.578435,1165.928960800171
21:12:33,757,8564,49,19,205,2026-01-30 20:58:56.649472,2026-01-30 21:18:22.578435,1165.928960800171
21:12:40,757,8564,49,19,205,2026-01-30 20:58:56.649472,2026-01-30 21:18:22.578435,1165.928960800171
21:12:48,757,8564,49,19,205,2026-01-30 20:58:56.649472,2026-01-30 21:18:22.578435,1165.928960800171
21:12:55,757,8564,49,19,205,2026-01-30 20:58:56.649472,2026-01-30 21:18:22.578435,1165.928960800171
21:13:02,757,8564,49,19,205,2026-01-30 20:58:56.649472,2026-01-30 21:18:22.578435,1165.928960800171
21:13:09,757,8564,49,19,205,2026-01-30 20:58:56.649472,2026-01-30 21:18:22.578435,1165.928960800171
21:13:16,757,8564,49,19,205,2026-01-30 20:58:56.649472,2026-01-30 21:18:22.578435,1165.928960800171
21:13:23,757,8564,49,19,205,2026-01-30 20:58:56.649472,2026-01-30 21:18:22.578435,1165.928960800171
21:13:30,757,8564,49,19,205,2026-01-30 20:58:56.649472,2026-01-30 21:18:22.578435,1165.928960800171
21:13:37,757,8564,49,19,205,2026-01-30 20:58:56.649472,2026-01-30 21:18:22.578435,1165.928960800171
21:13:44,757,8564,49,19,205,2026-01-30 20:58:56.649472,2026-01-30 21:18:22.578435,1165.928960800171
21:13:52,757,8564,49,19,205,2026-01-30 20:58:56.649472,2026-01-30 21:18:22.578435,1165.928960800171
21:13:59,757,8564,49,19,205,2026-01-30 20:58:56.649472,2026-01-30 21:18:22.578435,1165.928960800171
21:14:06,757,8564,49,19,205,2026-01-30 20:58:56.649472,2026-01-30 21:18:22.578435,1165.928960800171
21:14:13,757,8564,49,19,205,2026-01-30 20:58:56.649472,2026-01-30 21:18:22.578435,1165.928960800171
21:14:20,757,8564,49,19,205,2026-01-30 20:58:56.649472,2026-01-30 21:18:22.578435,1165.928960800171
21:14:27,757,8564,49,19,205,2026-01-30 20:58:56.649472,2026-01-30 21:18:22.578435,1165.928960800171
21:14:34,757,8564,49,19,205,2026-01-30 20:58:56.649472,2026-01-30 21:18:22.578435,1165.928960800171
21:14:41,757,8564,49,19,205,2026-01-30 20:58:56.649472,2026-01-30 21:18:22.578435,1165.928960800171
21:14:49,757,8564,49,19,205,2026-01-30 20:58:56.649472,2026-01-30 21:18:22.578435,1165.928960800171
21:14:56,757,8564,49,19,205,2026-01-30 20:58:56.649472,2026-01-30 21:18:22.578435,1165.928960800171
21:15:03,757,8564,49,19,205,2026-01-30 20:58:56.649472,2026-01-30 21:18:22.578435,1165.928960800171
21:15:10,757,8564,49,19,205,2026-01-30 20:58:56.649472,2026-01-30 21:18:22.578435,1165.928960800171
21:15:17,757,8564,49,19,205,2026-01-30 20:58:56.649472,2026-01-30 21:18:22.578435,1165.928960800171
21:15:24,757,8564,49,19,205,2026-01-30 20:58:56.649472,2026-01-30 21:18:22.578435,1165.928960800171
21:15:31,757,8564,49,19,205,2026-01-30 20:58:56.649472,2026-01-30 21:18:22.578435,1165.928960800171
21:15:38,757,8564,49,19,205,2026-01-30 20:58:56.649472,2026-01-30 21:18:22.578435,1165.928960800171
21:15:46,757,8564,49,19,205,2026-01-30 20:58:56.649472,2026-01-30 21:18:22.578435,1165.928960800171
21:15:53,757,8564,49,19,205,2026-01-30 20:58:56.649472,2026-01-30 21:18:22.578435,1165.928960800171
21:16:00,757,8564,49,19,205,2026-01-30 20:58:56.649472,2026-01-30 21:18:22.578435,1165.928960800171
21:16:07,757,8564,49,19,205,2026-01-30 20:58:56.649472,2026-01-30 21:18:22.578435,1165.928960800171
21:16:14,757,8564,49,19,205,2026-01-30 20:58:56.649472,2026-01-30 21:18:22.578435,1165.928960800171
21:16:21,757,8564,49,19,205,2026-01-30 20:58:56.649472,2026-01-30 21:18:22.578435,1165.928960800171
21:16:29,757,8564,49,19,205,2026-01-30 20:58:56.649472,2026-01-30 21:18:22.578435,1165.928960800171
21:16:36,757,8564,49,19,205,2026-01-30 20:58:56.649472,2026-01-30 21:18:22.578435,1165.928960800171
21:16:43,757,8564,49,19,205,2026-01-30 20:58:56.649472,2026-01-30 21:18:22.578435,1165.928960800171
21:16:50,757,8564,49,19,205,2026-01-30 20:58:56.649472,2026-01-30 21:18:22.578435,1165.928960800171
21:16:57,757,8564,49,19,205,2026-01-30 20:58:56.649472,2026-01-30 21:18:22.578435,1165.928960800171
21:17:05,757,8564,49,19,205,2026-01-30 20:58:56.649472,2026-01-30 21:18:22.578435,1165.928960800171
21:17:12,757,8564,49,19,205,2026-01-30 20:58:56.649472,2026-01-30 21:18:22.578435,1165.928960800171
21:17:19,757,8564,49,19,205,2026-01-30 20:58:56.649472,2026-01-30 21:18:22.578435,1165.928960800171
21:17:27,757,8564,49,19,205,2026-01-30 20:58:56.649472,2026-01-30 21:18:22.578435,1165.928960800171
21:17:34,757,8564,49,19,205,2026-01-30 20:58:56.649472,2026-01-30 21:18:22.578435,1165.928960800171
21:17:42,757,8564,49,19,205,2026-01-30 20:58:56.649472,2026-01-30 21:18:22.578435,1165.928960800171
21:17:49,757,8564,49,19,205,2026-01-30 20:58:56.649472,2026-01-30 21:18:22.578435,1165.928960800171
21:17:57,757,8564,49,19,205,2026-01-30 20:58:56.649472,2026-01-30 21:18:22.578435,1165.928960800171
21:18:04,6595,53099,486,223,996,2026-01-30 20:58:56.649472,2026-01-30 21:18:22.578435,1165.928960800171
21:18:11,6595,53099,486,223,996,2026-01-30 20:58:56.649472,2026-01-30 21:18:22.578435,1165.928960800171
21:18:20,6440,53099,486,223,996,2026-01-30 20:58:56.649472,2026-01-30 21:18:22.578435,1165.928960800171
